Division,Customer  Code,Customer  Name,S/O Number,Sub,Supply  Part No,UIT, Desc,Ordered  Date,Due Date,SDR Month ,Request  Qty,Status,Status  Detail,OS Vendor,W/H Ship Date,Supply Time Gap ,SDR Pass / Fail
CNZ,IN031723,IN031723,9006801528,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,114,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006801528,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,401,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006801528,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,384,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006800883,1,ADL76715303,S,Evaporator Assembly,20-Jun-24,27-Jun-24,Jun,5,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,20-Jun-24,14,Pass
CNZ,IN031723,IN031723,9006801528,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,384,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,221,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,384,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,03-Jul-24,1,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,270,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,24-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,273,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,05-Jul-24,-1,Fail
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,20,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,03-Jul-24,1,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,429,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,03-Jul-24,1,Pass
CNZ,IN031723,IN031723,9006801527,1,AEB75004912,S,"Grille Assembly,Fan",20-Jun-24,27-Jun-24,Jun,25,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,03-Jul-24,1,Pass
CNZ,IN031723,IN031723,9006800003,1,3580JF1005Z,S,"Door,Freeze Room",19-Jun-24,26-Jun-24,Jun,13,Closed,,EAIL_PRAVARTAKA TOOLING SERVICES PVT. LTD._IN001956,10-Jul-24,-7,Fail
CNZ,IN031723,IN031723,9006800002,1,3580JF1005Z,S,"Door,Freeze Room",19-Jun-24,26-Jun-24,Jun,12,Closed,,EAIL_PRAVARTAKA TOOLING SERVICES PVT. LTD._IN001956,10-Jul-24,-7,Fail
CNZ,IN031723,IN031723,9006799335,1,AHT74553807,S,"Shelf Assembly,Refrigerator",19-Jun-24,26-Jun-24,Jun,3,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,20-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006799334,1,AHT74553808,S,"Shelf Assembly,Refrigerator",19-Jun-24,26-Jun-24,Jun,200,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,20-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006799333,1,AHT74553807,S,"Shelf Assembly,Refrigerator",19-Jun-24,26-Jun-24,Jun,200,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,20-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006799332,1,AHT74553807,S,"Shelf Assembly,Refrigerator",19-Jun-24,26-Jun-24,Jun,1,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,20-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006799331,1,AHT74553807,S,"Shelf Assembly,Refrigerator",19-Jun-24,26-Jun-24,Jun,100,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,20-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006794034,2,ACQ88487030,S,"Cover Assembly,Hinge",16-Jun-24,30-Jun-24,Jun,1,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,18-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006794034,1,MAN64895104,S,"Basket,Door",16-Jun-24,30-Jun-24,Jun,1,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,08-Jul-24,-1,Fail
CNZ,IN031723,IN031723,9006792194,1,MCK71380001,S,"Cover,Rear",15-Jun-24,29-Jun-24,Jun,1,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,18-Jun-24,18,Pass
CNZ,IN031723,IN031723,9006789896,1,MHL63211401,G,"Shelf,Freezer",14-Jun-24,28-Jun-24,Jun,1,Closed,,EAIL_VISHKARMA ENTERPRISES-Noida_IN001347,18-Jun-24,17,Pass
CNZ,IN031723,IN031723,9006787785,1,AHT75337508,S,"Shelf Assembly,Refrigerator",13-Jun-24,27-Jun-24,Jun,1,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,16,Pass
CNZ,IN031723,IN031723,9006789420,1,EBG62505702,D,Thermostat,13-Jun-24,20-Jun-24,Jun,500,Closed,,EAIL_CHANGZHOU THERMOSTER ELECTRICAL APPLIANCE CO. LTD._CN003843,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789421,1,EBG62505702,D,Thermostat,13-Jun-24,20-Jun-24,Jun,500,Closed,,EAIL_CHANGZHOU THERMOSTER ELECTRICAL APPLIANCE CO. LTD._CN003843,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789292,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,25,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789291,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,215,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789290,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,30-Jun-24,Jun,100,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006789289,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,125,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789185,2,EAG64629810,G,"Socket,Lamp",13-Jun-24,20-Jun-24,Jun,20,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789287,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,189,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006788663,2,6621JG2002D,G,"Socket,Lamp",13-Jun-24,20-Jun-24,Jun,5,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006788663,1,AHT75337508,S,"Shelf Assembly,Refrigerator",13-Jun-24,20-Jun-24,Jun,40,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789287,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,194,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006787914,1,MAN64888501,S,"Basket,Door",13-Jun-24,27-Jun-24,Jun,2,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,06-Jul-24,-2,Fail
CNZ,IN031723,IN031723,9006787828,1,TCA37111587,G,"Compressor,Set Assembly",13-Jun-24,30-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,12-Jul-24,-5,Fail
CNZ,IN031723,IN031723,9006789291,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,115,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006789287,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,117,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,08-Jul-24,-11,Fail
CNZ,IN031723,IN031723,9006789289,1,TCA35673636,G,"Compressor,Set Assembly",13-Jun-24,20-Jun-24,Jun,46,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006787828,1,TCA37111587,G,"Compressor,Set Assembly",13-Jun-24,30-Jun-24,Jun,160,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,12-Jul-24,-5,Fail
CNZ,IN031723,IN031723,9006785804,2,EAG64629810,G,"Socket,Lamp",12-Jun-24,26-Jun-24,Jun,1,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,18-Jun-24,15,Pass
CNZ,IN031723,IN031723,9006785804,1,MAN64888501,S,"Basket,Door",12-Jun-24,26-Jun-24,Jun,4,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,06-Jul-24,-3,Fail
CNZ,IN031723,IN031723,9006785804,3,MCK66667106,S,"Cover,Lamp",12-Jun-24,26-Jun-24,Jun,11,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,14-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006785685,2,MJB63270503,G,"Stopper,Door",12-Jun-24,26-Jun-24,Jun,1,,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,,45476,Fail
CNZ,IN031723,IN031723,9006785685,1,MCK66667106,S,"Cover,Lamp",12-Jun-24,26-Jun-24,Jun,16,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,14-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006783801,2,EAG64629810,G,"Socket,Lamp",11-Jun-24,25-Jun-24,Jun,1,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,12-Jun-24,20,Pass
CNZ,IN031723,IN031723,9006783801,1,MAN64888501,S,"Basket,Door",11-Jun-24,25-Jun-24,Jun,3,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,06-Jul-24,-4,Fail
CNZ,IN031723,IN031723,9006784664,1,6750CL0001A,D,Overload Protect,11-Jun-24,18-Jun-24,Jun,500,Closed,,EAIL_Sensata Technologies Holland B.V._NL006248,17-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006781662,1,EAG64629810,G,"Socket,Lamp",10-Jun-24,24-Jun-24,Jun,3,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,12-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006782874,1,ADJ75617108,S,"Duct Assembly,Multi",10-Jun-24,17-Jun-24,Jun,27,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,15-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006781662,1,EAG64629810,G,"Socket,Lamp",10-Jun-24,24-Jun-24,Jun,1,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,18-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006787918,1,ACQ30495908,S,"Cover Assembly,Tray Vegetable",10-Jun-24,17-Jun-24,Jun,20,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,6,Pass
CNZ,IN031723,IN031723,9006787916,1,ACQ30495908,S,"Cover Assembly,Tray Vegetable",10-Jun-24,17-Jun-24,Jun,3,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,6,Pass
CNZ,IN031723,IN031723,9006779221,2,AED73793109,G,Handle Assembly,08-Jun-24,22-Jun-24,Jun,1,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,18-Jun-24,11,Pass
CNZ,IN031723,IN031723,9006779221,1,MCK68355123,G,"Cover,Hinge",08-Jun-24,22-Jun-24,Jun,1,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,12-Jun-24,17,Pass
CNZ,IN031723,IN031723,9006777070,1,EBG62865804,D,"Thermistor Assembly,PTC",07-Jun-24,21-Jun-24,Jun,135,Closed,,EAIL_Sensata Technologies Holland B.V._NL006248,10-Jun-24,18,Pass
CNZ,IN031723,IN031723,9006777358,5,MEB63695613,G,"Handle,Decor",07-Jun-24,13-Jun-24,Jun,5,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,12-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006777358,4,AEB76295402,S,"Grille Assembly,Fan",07-Jun-24,13-Jun-24,Jun,100,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,12-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006777358,3,ADX73010853,G,"Gasket Assembly,Door",07-Jun-24,13-Jun-24,Jun,60,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,12-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006777358,2,ADX73010855,G,"Gasket Assembly,Door",07-Jun-24,13-Jun-24,Jun,20,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,12-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006777358,1,AAN30056301,G,"Base Assembly,Compressor",07-Jun-24,13-Jun-24,Jun,5,Closed,,EAIL_NIDHI AUTO PRIVATE LTD._IN002119,14-Jun-24,6,Pass
CNZ,IN031723,IN031723,9006787917,1,ACQ30495908,S,"Cover Assembly,Tray Vegetable",07-Jun-24,14-Jun-24,Jun,66,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,3,Pass
CNZ,IN031723,IN031723,9006787915,1,ACQ30495908,S,"Cover Assembly,Tray Vegetable",07-Jun-24,14-Jun-24,Jun,69,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,18-Jun-24,3,Pass
CNZ,IN031723,IN031723,9006774986,2,ADX73010855,G,"Gasket Assembly,Door",06-Jun-24,20-Jun-24,Jun,1,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,08-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006774986,1,AAN30056301,G,"Base Assembly,Compressor",06-Jun-24,20-Jun-24,Jun,1,Closed,,EAIL_NIDHI AUTO PRIVATE LTD._IN002119,12-Jun-24,15,Pass
CNZ,IN031723,IN031723,9006776468,1,ACG73804426,G,"Condenser Assembly,Wire",06-Jun-24,30-Jun-24,Jun,20,,,EAIL_BMR HVAC LIMITED_IN020684,,45480,Fail
CNZ,IN031723,IN031723,9006772857,2,EBG62865804,D,"Thermistor Assembly,PTC",05-Jun-24,19-Jun-24,Jun,243,Closed,,EAIL_Sensata Technologies Holland B.V._NL006248,10-Jun-24,16,Pass
CNZ,IN031723,IN031723,9006772857,1,MEB63695613,G,"Handle,Decor",05-Jun-24,19-Jun-24,Jun,1,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,12-Jun-24,14,Pass
CNZ,IN031723,IN031723,9006770907,1,MBN63050711,S,"Case,PCB",04-Jun-24,18-Jun-24,Jun,1,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,10-Jun-24,15,Pass
CNZ,IN031723,IN031723,9006770976,1,EAG64629806,G,"Socket,Lamp",04-Jun-24,18-Jun-24,Jun,6,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,08-Jun-24,17,Pass
CNZ,IN031723,IN031723,9006769680,5,AEB68711809,G,"Grille Assembly,Fan",03-Jun-24,17-Jun-24,Jun,2,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,09-Jul-24,-15,Fail
CNZ,IN031723,IN031723,9006769680,2,ADX73010855,G,"Gasket Assembly,Door",03-Jun-24,17-Jun-24,Jun,1,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,08-Jun-24,16,Pass
CNZ,IN031723,IN031723,9006769680,4,AAN75109559,S,"Base Assembly,Plate",03-Jun-24,17-Jun-24,Jun,2,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,14-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006769680,3,AAN30056301,G,"Base Assembly,Compressor",03-Jun-24,17-Jun-24,Jun,2,Closed,,EAIL_NIDHI AUTO PRIVATE LTD._IN002119,12-Jun-24,12,Pass
CNZ,IN031723,IN031723,9006769735,1,ADL76715306,S,Evaporator Assembly,03-Jun-24,10-Jun-24,Jun,5,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,10-Jun-24,7,Pass
CNZ,IN031723,IN031723,9006768229,2,AEH76183703,G,"Hinge Assembly,Center",01-Jun-24,15-Jun-24,Jun,1,Closed,,EAIL_NEUMANN COMPONENTS P LTD._IN001895,12-Jun-24,10,Pass
CNZ,IN031723,IN031723,9006768229,1,AEB68711809,G,"Grille Assembly,Fan",01-Jun-24,15-Jun-24,Jun,1,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,09-Jul-24,-17,Fail
CNZ,IN031723,IN031723,9006766450,1,EBG62865804,D,"Thermistor Assembly,PTC",31-May-24,14-Jun-24,Jun,97,Closed,,EAIL_Sensata Technologies Holland B.V._NL006248,03-Jun-24,18,Pass
CNZ,IN031723,IN031723,9006765870,2,ADJ74732401,S,"Duct Assembly,Multi",30-May-24,06-Jun-24,Jun,50,,,,,45456,Fail
CNZ,IN031723,IN031723,9006765870,1,ACQ87011503,S,"Cover Assembly,Tray Vegetable",30-May-24,20-Jun-24,Jun,300,Closed,,EAIL_K THREE ELECTRONICS PVT. LTD.-Noida_IN001186,07-Jun-24,20,Pass
CNZ,IN031723,IN031723,9006764494,1,MDX62791905,S,"Grille,Fan",30-May-24,13-Jun-24,Jun,1,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,12-Jul-24,-22,Fail
CNZ,IN031723,IN031723,9006764692,1,ADV74266066,S,"Frame Assembly,Display",30-May-24,06-Jun-24,Jun,15,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764372,1,MDX62791905,S,"Grille,Fan",30-May-24,13-Jun-24,Jun,2,Closed,,EAIL_PG ELECTROPLAST LTD._IN001930,12-Jul-24,-22,Fail
CNZ,IN031723,IN031723,9006765467,1,TCA37111594,G,"Compressor,Set Assembly",30-May-24,28-Jun-24,Jun,50,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,18-Jun-24,17,Pass
CNZ,IN031723,IN031723,9006764105,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,53,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764104,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,38,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764103,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,5,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764102,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,5,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764101,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,6,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764099,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,9,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006764100,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,100,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006762252,2,AEB68711809,G,"Grille Assembly,Fan",29-May-24,12-Jun-24,Jun,1,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,09-Jul-24,-20,Fail
CNZ,IN031723,IN031723,9006762252,1,6621JG2002D,G,"Socket,Lamp",29-May-24,12-Jun-24,Jun,2,Closed,,EAIL_GLORIOUS ELECTRONICS I PVT.LTD._IN001972,03-Jun-24,16,Pass
CNZ,IN031723,IN031723,9006764098,1,ADV74266066,S,"Frame Assembly,Display",29-May-24,06-Jun-24,Jun,9,Closed,,EAIL_PING TELEMATICS PVT LTD-Noida_IN002166,04-Jun-24,9,Pass
CNZ,IN031723,IN031723,9006763070,2,ADD76427942,P,"Door Foam Assembly,Refrigerator",29-May-24,19-Jun-24,Jun,5,Closed,,,06-Jun-24,20,Pass
CNZ,IN031723,IN031723,9006763070,1,ADD76439212,P,"Door Foam Assembly,Refrigerator",29-May-24,19-Jun-24,Jun,2,Closed,,,15-Jun-24,11,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,22-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,254,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,22-Jun-24,13,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,62,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,29-May-24,37,Pass
CNZ,IN031723,IN031723,9006760088,2,ADD76427956,P,"Door Foam Assembly,Refrigerator",28-May-24,11-Jun-24,Jun,1,Closed,,,15-Jun-24,3,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,224,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,03-Jul-24,2,Pass
CNZ,IN031723,IN031723,9006760088,2,ADD76427956,P,"Door Foam Assembly,Refrigerator",28-May-24,11-Jun-24,Jun,2,Closed,,,10-Jun-24,8,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,29-May-24,37,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,29-May-24,37,Pass
CNZ,IN031723,IN031723,9006760739,1,TCA35673633,G,"Compressor,Set Assembly",28-May-24,28-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,29-May-24,37,Pass
CNZ,IN031723,IN031723,9006757901,2,MEB63695613,G,"Handle,Decor",27-May-24,04-Jun-24,Jun,1,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,12-Jun-24,-1,Fail
CNZ,IN031723,IN031723,9006757901,1,AEB68711809,G,"Grille Assembly,Fan",27-May-24,04-Jun-24,Jun,1,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,08-Jul-24,-27,Fail
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,15-Jun-24,21,Pass
CNZ,IN031723,IN031723,9006757903,5,ADC39243223,S,"Door Assembly,Freezer",27-May-24,29-Jun-24,Jun,650,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,10-Jun-24,26,Pass
CNZ,IN031723,IN031723,9006757903,4,ADC30020802,S,"Door Assembly,Freezer",27-May-24,29-Jun-24,Jun,180,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,12-Jun-24,24,Pass
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,78,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,05-Jun-24,31,Pass
CNZ,IN031723,IN031723,9006757903,1,TCA37351203,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,20,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,17-Jun-24,19,Pass
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,107,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,15-Jun-24,21,Pass
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,15-Jun-24,21,Pass
CNZ,IN031723,IN031723,9006757903,5,ADC39243223,S,"Door Assembly,Freezer",27-May-24,29-Jun-24,Jun,215,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,13-Jun-24,23,Pass
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,15-Jun-24,21,Pass
CNZ,IN031723,IN031723,9006757903,2,TCA37111508,G,"Compressor,Set Assembly",27-May-24,29-Jun-24,Jun,240,Closed,,EAIL_Ref Compressor Division(Noida)_IN002505,15-Jun-24,21,Pass
CNZ,IN031723,IN031723,9006757076,1,MEB63695613,G,"Handle,Decor",26-May-24,03-Jun-24,Jun,1,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,12-Jun-24,-2,Fail
CNZ,IN031723,IN031723,9006757818,3,ADX73270902,G,"Gasket Assembly,Door",26-May-24,26-Jun-24,Jun,700,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,08-Jun-24,25,Pass
CNZ,IN031723,IN031723,9006757818,4,AEB74924604,S,"Grille Assembly,Fan",26-May-24,26-Jun-24,Jun,50,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,10-Jun-24,23,Pass
CNZ,IN031723,IN031723,9006757818,3,ADX73270902,G,"Gasket Assembly,Door",26-May-24,26-Jun-24,Jun,100,Closed,,EAIL_AJAY POLI PVT.LTD(NOIDA)_IN002172,05-Jun-24,28,Pass
CNZ,IN031723,IN031723,9006755517,1,ADL36382819,G,Evaporator Assembly,25-May-24,31-May-24,May,500,Closed,,EAIL_BMR HVAC LIMITED_IN020684,18-Jul-24,-41,Fail
