Division,Customer  Code,Customer  Name,S/O Number,Sub,Supply  Part No,UIT, Desc,Ordered  Date,Due Date,SDR Month ,Request  Qty,Status,Status  Detail,OS Vendor,W/H Ship Date,Supply Time Gap ,SDR Pass / Fail
DFZ,IN031723,IN031723,9006548843,18,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Apr-24,21,Pass
DFZ,IN031723,IN031723,9006548843,14,EBR35852132,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,20,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,05-Mar-24,30,Pass
DFZ,IN031723,IN031723,9006548843,45,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,44,EBR35852111,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,34,Pass
DFZ,IN031723,IN031723,9006548843,43,EBR35852111,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,42,EBR83037864,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,50,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,41,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,40,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548705,28,MGN37865301,G,"Pulley,Pulsator",25-Jan-24,05-Apr-24,Apr ,500,Closed,,EAIL_KUNSTOCOM (INDIA) LIMITED_IN001988,22-Mar-24,21,Pass
DFZ,IN031723,IN031723,9006548705,27,6915EU1004N,D,"Module,Timer",25-Jan-24,05-Apr-24,Apr ,87,Closed,,EAIL_NINGBO DONGHAI GROUP CORPORATION_CN003846,06-Apr-24,6,Pass
DFZ,IN031723,IN031723,9006548705,26,6915EU1007C,D,"Module,Timer",25-Jan-24,05-Apr-24,Apr ,300,Closed,,EAIL_NINGBO DONGHAI GROUP CORPORATION_CN003846,03-Apr-24,9,Pass
DFZ,IN031723,IN031723,9006548705,24,EAD62566021,G,"Harness,Multi",25-Jan-24,05-Apr-24,Apr ,1000,Closed,,EAIL_TRIVENI ELECTROPLAST PVT. LTD.-Noida_IN001929,16-Apr-24,-4,Fail
DFZ,IN031723,IN031723,9006548843,39,EBR83263211,S,"PCB Assembly,Display",25-Jan-24,30-Apr-24,Apr ,291,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,29-Apr-24,8,Pass
DFZ,IN031723,IN031723,9006548843,38,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,27,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,34,Pass
DFZ,IN031723,IN031723,9006548843,37,EBR89401002,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,30,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,34,Pass
DFZ,IN031723,IN031723,9006548843,36,EBR83263211,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,200,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,29-Apr-24,-25,Fail
DFZ,IN031723,IN031723,9006548843,35,EBR83079904,S,"PCB Assembly,Display",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548705,22,EAD62566019,G,"Harness,Multi",25-Jan-24,05-Apr-24,Apr ,500,Closed,,EAIL_TRIVENI ELECTROPLAST PVT. LTD.-Noida_IN001929,16-Apr-24,-4,Fail
DFZ,IN031723,IN031723,9006548705,20,ACQ91491624,S,"Cover Assembly,Spin Dryer",25-Jan-24,05-Apr-24,Apr ,250,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,05-Mar-24,38,Pass
DFZ,IN031723,IN031723,9006548705,19,ACQ91491623,S,"Cover Assembly,Spin Dryer",25-Jan-24,05-Apr-24,Apr ,200,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,05-Mar-24,38,Pass
DFZ,IN031723,IN031723,9006548705,15,MCK62258107,G,"Cover,Spin Dryer",25-Jan-24,05-Apr-24,Apr ,1,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,28-Feb-24,44,Pass
DFZ,IN031723,IN031723,9006548843,34,EBR83263211,S,"PCB Assembly,Display",25-Jan-24,30-May-24,May,56,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-May-24,31,Pass
DFZ,IN031723,IN031723,9006548843,33,EBR83037881,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548705,13,ACQ91491812,G,"Cover Assembly,Spin Dryer",25-Jan-24,05-Apr-24,Apr ,96,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,05-Mar-24,38,Pass
DFZ,IN031723,IN031723,9006548705,12,ACQ91491605,S,"Cover Assembly,Spin Dryer",25-Jan-24,05-Apr-24,Apr ,100,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,22-Feb-24,50,Pass
DFZ,IN031723,IN031723,9006548705,11,AGZ33016409,S,Pulsator Assembly,25-Jan-24,05-Apr-24,Apr ,40,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,09-Feb-24,63,Pass
DFZ,IN031723,IN031723,9006548705,10,5221EU1001A,S,"Valve Assembly,Plunger",25-Jan-24,05-Apr-24,Apr ,1000,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,19-Feb-24,53,Pass
DFZ,IN031723,IN031723,9006548705,9,AGZ72930604,S,Pulsator Assembly,25-Jan-24,05-Apr-24,Apr ,3,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,12-Mar-24,31,Pass
DFZ,IN031723,IN031723,9006548705,8,AJU75332404,S,"Valve Assembly,Plunger",25-Jan-24,05-Apr-24,Apr ,500,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,02-Apr-24,10,Pass
DFZ,IN031723,IN031723,9006548705,7,AJU73753301,D,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,229,Closed,,"EAIL_USEONG ELECTRO-MECHANICS(THAILAND)CO.,LTD._TH001749",06-Apr-24,6,Pass
DFZ,IN031723,IN031723,9006548705,6,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,50,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,29-Jan-24,74,Pass
DFZ,IN031723,IN031723,9006548705,5,5221EN1001S,G,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,500,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,09-Apr-24,3,Pass
DFZ,IN031723,IN031723,9006548705,4,5221EA2001E,D,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,300,Closed,,EAIL_LG ELECTRONICS INC._KR044335,29-Jan-24,74,Pass
DFZ,IN031723,IN031723,9006548843,9,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Apr-24,21,Pass
DFZ,IN031723,IN031723,9006548843,7,EBR35852105,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Apr-24,21,Pass
DFZ,IN031723,IN031723,9006548843,2,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Apr-24,21,Pass
DFZ,IN031723,IN031723,9006548843,21,EAU60712717,D,"Motor,AC",25-Jan-24,30-May-24,May,481,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,21-Jun-24,-15,Fail
DFZ,IN031723,IN031723,9006548705,3,AJQ55957603,S,"Tub Assembly,Inner",25-Jan-24,05-Apr-24,Apr ,50,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,02-Apr-24,10,Pass
DFZ,IN031723,IN031723,9006548843,32,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,11,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,34,Pass
DFZ,IN031723,IN031723,9006548843,31,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,30,EBR30138005,S,PCB Assembly,25-Jan-24,30-Apr-24,Apr ,100,Reserved,Pick Target,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45419,Fail
DFZ,IN031723,IN031723,9006548843,29,EAU60712816,D,"Motor,AC",25-Jan-24,28-Mar-24,Mar,300,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,23-Feb-24,41,Pass
DFZ,IN031723,IN031723,9006548843,28,EAU60712816,D,"Motor,AC",25-Jan-24,30-Apr-24,Apr ,600,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,08-Apr-24,29,Pass
DFZ,IN031723,IN031723,9006548843,27,EBR83037881,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,26,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,25,EAU60712816,D,"Motor,AC",25-Jan-24,30-May-24,May,300,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,14-Jun-24,-8,Fail
DFZ,IN031723,IN031723,9006548843,24,EAU60712717,D,"Motor,AC",25-Jan-24,28-Mar-24,Mar,66,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,10-Jun-24,-67,Fail
DFZ,IN031723,IN031723,9006548843,45,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,41,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,27,EBR83037881,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,26,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,12,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,11,EBR80040802,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,6,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,25,EAU60712816,D,"Motor,AC",25-Jan-24,30-May-24,May,600,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,21-Jun-24,-15,Fail
DFZ,IN031723,IN031723,9006548702,11,AJU73753301,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,106,Closed,,"EAIL_USEONG ELECTRO-MECHANICS(THAILAND)CO.,LTD._TH001749",07-May-24,5,Pass
DFZ,IN031723,IN031723,9006548702,14,AGZ33016409,S,Pulsator Assembly,25-Jan-24,05-May-24,May,200,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,09-Feb-24,93,Pass
DFZ,IN031723,IN031723,9006548702,13,5221EU1001A,S,"Valve Assembly,Plunger",25-Jan-24,05-May-24,May,1000,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,05-Apr-24,37,Pass
DFZ,IN031723,IN031723,9006548702,12,5221EN1001S,G,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,1000,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,09-Apr-24,33,Pass
DFZ,IN031723,IN031723,9006548702,11,AJU73753301,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,849,Closed,,"EAIL_USEONG ELECTRO-MECHANICS(THAILAND)CO.,LTD._TH001749",11-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548702,10,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,50,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,29-Jan-24,104,Pass
DFZ,IN031723,IN031723,9006548843,23,4681EU1003H,D,"Motor,AC",25-Jan-24,30-May-24,May,360,Closed,,"EAIL_JIANGSU SANJIANG ELECTRIC GROUP IMPORT & EXPORT CO.,LTD._CN004417",06-May-24,31,Pass
DFZ,IN031723,IN031723,9006548843,22,EAU60712717,D,"Motor,AC",25-Jan-24,30-Apr-24,Apr ,101,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,16-Apr-24,21,Pass
DFZ,IN031723,IN031723,9006548843,21,EAU60712717,D,"Motor,AC",25-Jan-24,30-May-24,May,19,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,18-Jun-24,-12,Fail
DFZ,IN031723,IN031723,9006548843,20,4681EU1003H,D,"Motor,AC",25-Jan-24,28-Mar-24,Mar,360,Closed,,"EAIL_JIANGSU SANJIANG ELECTRIC GROUP IMPORT & EXPORT CO.,LTD._CN004417",11-Mar-24,24,Pass
DFZ,IN031723,IN031723,9006548843,19,4681EU1003H,D,"Motor,AC",25-Jan-24,30-Apr-24,Apr ,500,Closed,,"EAIL_JIANGSU SANJIANG ELECTRIC GROUP IMPORT & EXPORT CO.,LTD._CN004417",06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,18,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,17,4681EU1006B,D,"Motor Assembly,AC,Drain",25-Jan-24,30-May-24,May,20,Closed,,EAIL_Leshi Leili Trade Co.Ltd_CN003627,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,16,4681EU1006B,D,"Motor Assembly,AC,Drain",25-Jan-24,30-Apr-24,Apr ,2451,Closed,,EAIL_Leshi Leili Trade Co.Ltd_CN003627,11-Apr-24,26,Pass
DFZ,IN031723,IN031723,9006548843,15,EBR35852109,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,466,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,15-Feb-24,49,Pass
DFZ,IN031723,IN031723,9006548843,14,EBR35852132,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,35,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,34,Pass
DFZ,IN031723,IN031723,9006548702,9,5221EA2001E,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,200,Closed,,EAIL_LG ELECTRONICS INC._KR044335,29-Jan-24,104,Pass
DFZ,IN031723,IN031723,9006548702,7,6915EU1007C,D,"Module,Timer",25-Jan-24,05-May-24,May,200,Closed,,EAIL_NINGBO DONGHAI GROUP CORPORATION_CN003846,03-Apr-24,39,Pass
DFZ,IN031723,IN031723,9006548702,6,EAD62566021,G,"Harness,Multi",25-Jan-24,05-May-24,May,800,Closed,,EAIL_TRIVENI ELECTROPLAST PVT. LTD.-Noida_IN001929,20-May-24,-8,Fail
DFZ,IN031723,IN031723,9006548702,5,EAD62566019,G,"Harness,Multi",25-Jan-24,05-May-24,May,500,Closed,,EAIL_TRIVENI ELECTROPLAST PVT. LTD.-Noida_IN001929,10-May-24,2,Pass
DFZ,IN031723,IN031723,9006548702,1,MCK62258107,G,"Cover,Spin Dryer",25-Jan-24,05-May-24,May,2,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,05-Apr-24,37,Pass
DFZ,IN031723,IN031723,9006548843,13,EBR35852132,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,100,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,05-Apr-24,32,Pass
DFZ,IN031723,IN031723,9006548843,12,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,11,EBR80040802,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,10,EBR35852107,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-Apr-24,29,Pass
DFZ,IN031723,IN031723,9006548843,9,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,8,EBR35852109,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,200,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Feb-24,81,Pass
DFZ,IN031723,IN031723,9006548843,7,EBR35852105,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,6,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,34,Pass
DFZ,IN031723,IN031723,9006548843,5,EBR35852131,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,192,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,23-Feb-24,104,Pass
DFZ,IN031723,IN031723,9006548843,4,EBR35852131,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,200,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,23-Feb-24,74,Pass
DFZ,IN031723,IN031723,9006548843,37,EBR89401002,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,05-Mar-24,30,Pass
DFZ,IN031723,IN031723,9006548843,32,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,05-Mar-24,30,Pass
DFZ,IN031723,IN031723,9006548843,3,EBR35852131,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,200,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,23-Feb-24,41,Pass
DFZ,IN031723,IN031723,9006548843,2,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DFZ,IN031723,IN031723,9006548843,1,EBR35852109,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,100,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-Feb-24,111,Pass
DFZ,IN031723,IN031723,9006548843,38,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,12-Mar-24,23,Pass
DFZ,IN031723,IN031723,9006548705,6,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,50,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,06-Feb-24,66,Pass
DFZ,IN031723,IN031723,9006548702,10,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,50,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,06-Feb-24,96,Pass
DFZ,IN031723,IN031723,9006548843,25,EAU60712816,D,"Motor,AC",25-Jan-24,30-May-24,May,600,Closed,,EAIL_WEIKANG (HONGKONG) LIMITED_HK006830,17-Jun-24,-11,Fail
DFZ,IN031723,IN031723,9006548705,6,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-Apr-24,Apr ,160,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,10-Feb-24,62,Pass
DFZ,IN031723,IN031723,9006548702,10,5221EU2001D,D,"Valve Assembly,Inlet",25-Jan-24,05-May-24,May,348,Closed,,EAIL_Zhejiang Hongchang Electrical Technology Co. Ltd._CN006197,10-Feb-24,92,Pass
DFZ,IN031723,IN031723,9006548843,38,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,28-Mar-24,Mar,63,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,18-Mar-24,17,Pass
DFZ,IN031723,IN031723,9006548843,32,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,18-Mar-24,17,Pass
DFZ,IN031723,IN031723,9006548843,40,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,24-Apr-24,13,Pass
DFZ,IN031723,IN031723,9006548843,31,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,24-Apr-24,13,Pass
DFZ,IN031723,IN031723,9006548740,1,ABJ36448391,S,Cabinet Assembly,25-Jan-24,01-Feb-24,Feb'24,10,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,12-Feb-24,-4,Fail
DFZ,IN031723,IN031723,9006548697,10,EAD62566021,G,"Harness,Multi",25-Jan-24,05-Mar-24,Mar,500,Closed,,EAIL_TRIVENI ELECTROPLAST PVT. LTD.-Noida_IN001929,19-Feb-24,22,Pass
DFZ,IN031723,IN031723,9006548843,32,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,28-Mar-24,Mar,312,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,22-Mar-24,13,Pass
DFZ,IN031723,IN031723,9006548843,45,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,41,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,27,EBR83037881,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,26,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,12,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,11,EBR80040802,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548843,6,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-May-24,May,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-May-24,29,Pass
DFZ,IN031723,IN031723,9006548076,1,ADQ72912806,G,"Filter Assembly,Overflow",25-Jan-24,02-Feb-24,Feb'24,536,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,28-Feb-24,-19,Fail
DFZ,IN031723,IN031723,9006548843,40,EBR83079920,S,"PCB Assembly,Display",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,33,EBR83037881,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,31,EBR35852104,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,18,EBR83037855,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,9,EBR80040801,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,15,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,7,EBR35852105,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006548843,2,EBR80600423,S,"PCB Assembly,Main",25-Jan-24,30-Apr-24,Apr ,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,17-Apr-24,20,Pass
DFZ,IN031723,IN031723,9006549593,1,MJH62796101,S,"Supporter,Holder",25-Jan-24,01-Feb-24,Feb'24,4048,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,03-Feb-24,5,Pass
